1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,8.000000119209289551e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,3.333333432674407959e-01,1.000000000000000000e+00,6.666666865348815918e-01,6.666666865348815918e-01,0.000000000000000000e+00,6.666666865348815918e-01,6.666666865348815918e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,4.000000059604644775e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
6.000000238418579102e-01,4.666666686534881592e-01,4.000000059604644775e-01,8.666666746139526367e-01,6.000000238418579102e-01,6.666667014360427856e-02,1.333333402872085571e-01,4.000000059604644775e-01,1.333333402872085571e-01,1.333333402872085571e-01
2.666666805744171143e-01,4.666666686534881592e-01,7.333333492279052734e-01,9.333333373069763184e-01,2.666666805744171143e-01,0.000000000000000000e+00,6.666667014360427856e-02,7.333333492279052734e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.000000119209289551e-01,6.000000238418579102e-01,2.000000029802322388e-01,8.000000119209289551e-01,8.000000119209289551e-01,2.000000029802322388e-01,2.000000029802322388e-01,2.000000029802322388e-01,2.000000029802322388e-01,2.000000029802322388e-01
7.333333492279052734e-01,6.000000238418579102e-01,2.666666805744171143e-01,8.666666746139526367e-01,7.333333492279052734e-01,1.333333402872085571e-01,1.333333402872085571e-01,2.666666805744171143e-01,1.333333402872085571e-01,1.333333402872085571e-01
3.333333432674407959e-01,5.333333611488342285e-01,6.666666865348815918e-01,9.333333373069763184e-01,3.333333432674407959e-01,0.000000000000000000e+00,6.666667014360427856e-02,6.666666865348815918e-01,6.666667014360427856e-02,6.666667014360427856e-02
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
5.333333611488342285e-01,5.333333611488342285e-01,4.666666686534881592e-01,8.666666746139526367e-01,5.333333611488342285e-01,6.666667014360427856e-02,6.666667014360427856e-02,4.666666686534881592e-01,6.666667014360427856e-02,1.333333402872085571e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
3.333333432674407959e-01,5.333333611488342285e-01,6.666666865348815918e-01,9.333333373069763184e-01,3.333333432674407959e-01,0.000000000000000000e+00,6.666667014360427856e-02,6.666666865348815918e-01,6.666667014360427856e-02,6.666667014360427856e-02
2.000000029802322388e-01,4.000000059604644775e-01,8.000000119209289551e-01,9.333333373069763184e-01,2.000000029802322388e-01,0.000000000000000000e+00,6.666667014360427856e-02,8.000000119209289551e-01,0.000000000000000000e+00,6.666667014360427856e-02
2.666666805744171143e-01,4.666666686534881592e-01,7.333333492279052734e-01,9.333333373069763184e-01,2.666666805744171143e-01,0.000000000000000000e+00,6.666667014360427856e-02,7.333333492279052734e-01,6.666667014360427856e-02,6.666667014360427856e-02
2.666666805744171143e-01,4.666666686534881592e-01,7.333333492279052734e-01,9.333333373069763184e-01,2.666666805744171143e-01,0.000000000000000000e+00,6.666667014360427856e-02,7.333333492279052734e-01,6.666667014360427856e-02,6.666667014360427856e-02
2.666666805744171143e-01,4.666666686534881592e-01,7.333333492279052734e-01,9.333333373069763184e-01,2.666666805744171143e-01,0.000000000000000000e+00,6.666667014360427856e-02,7.333333492279052734e-01,0.000000000000000000e+00,6.666667014360427856e-02
1.000000000000000000e+00,5.333333611488342285e-01,0.000000000000000000e+00,3.333333432674407959e-01,1.000000000000000000e+00,7.333333492279052734e-01,6.666666865348815918e-01,0.000000000000000000e+00,6.666666865348815918e-01,6.666666865348815918e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,4.000000059604644775e-01,0.000000000000000000e+00,2.000000029802322388e-01,1.000000000000000000e+00,8.000000119209289551e-01,8.000000119209289551e-01,0.000000000000000000e+00,8.000000119209289551e-01,8.000000119209289551e-01
1.000000000000000000e+00,4.000000059604644775e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,6.666666865348815918e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
6.000000238418579102e-01,4.666666686534881592e-01,4.000000059604644775e-01,8.666666746139526367e-01,6.000000238418579102e-01,6.666667014360427856e-02,1.333333402872085571e-01,4.000000059604644775e-01,1.333333402872085571e-01,1.333333402872085571e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,8.000000119209289551e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
4.000000059604644775e-01,6.000000238418579102e-01,6.000000238418579102e-01,9.333333373069763184e-01,4.000000059604644775e-01,6.666667014360427856e-02,6.666667014360427856e-02,6.000000238418579102e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.000000238418579102e-01,4.666666686534881592e-01,4.000000059604644775e-01,8.666666746139526367e-01,6.000000238418579102e-01,6.666667014360427856e-02,1.333333402872085571e-01,4.000000059604644775e-01,1.333333402872085571e-01,1.333333402872085571e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,4.666666686534881592e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,3.333333432674407959e-01,0.000000000000000000e+00,2.000000029802322388e-01,1.000000000000000000e+00,8.000000119209289551e-01,8.000000119209289551e-01,0.000000000000000000e+00,8.000000119209289551e-01,8.000000119209289551e-01
4.666666686534881592e-01,5.333333611488342285e-01,5.333333611488342285e-01,9.333333373069763184e-01,4.666666686534881592e-01,6.666667014360427856e-02,6.666667014360427856e-02,5.333333611488342285e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666666865348815918e-01,4.666666686534881592e-01,3.333333432674407959e-01,8.000000119209289551e-01,6.666666865348815918e-01,1.333333402872085571e-01,2.000000029802322388e-01,3.333333432674407959e-01,1.333333402872085571e-01,2.000000029802322388e-01
4.666666686534881592e-01,4.666666686534881592e-01,5.333333611488342285e-01,9.333333373069763184e-01,4.666666686534881592e-01,6.666667014360427856e-02,6.666667014360427856e-02,5.333333611488342285e-01,6.666667014360427856e-02,6.666667014360427856e-02
1.000000000000000000e+00,4.000000059604644775e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,4.000000059604644775e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01,0.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
